"recipient","year","un_region","Aid_All","p4_polity2","fh_inverse_pr","fh_inverse_cl","Giniall","Corruption","Rents","Population","GDP","eu"
"Kyrgyzstan",2009,143,19.29107544,1,2,3,36.20000076,1.9,8.189149525,15.49881213,6.346224171,0
"Kyrgyzstan",2010,143,19.64222537,4,3,3,46.40556347,2,11.84122888,15.51074077,6.329568704,0
"Laos",1991,35,19.60662666,-7,2,1,27.43851762,0.232655281,10.56975003,15.29025984,5.579531914,0
"Laos",1992,35,19.22875961,-7,1,2,29.5,0.795066391,11.28328419,15.31910495,5.60479478,0
"Laos",1993,35,19.48543281,-7,1,2,29.05639434,1.994288819,9.18843174,15.34717307,5.634170285,0
"Laos",1994,35,19.66686998,-7,1,2,44.21576103,1.354776496,9.4214077,15.37389557,5.685880142,0
"Laos",1995,35,19.4315963,-7,1,2,24.94935061,2.321255531,12.84710503,15.39890671,5.728819705,0
"Laos",1996,35,20.04905211,-7,1,2,43.887713,2.543475756,13.72290421,15.42226327,5.772451696,0
"Laos",1997,35,19.79605797,-7,1,2,36.59999847,2.458604226,12.3509798,15.44410854,5.817068951,0
"Laos",1998,35,19.74603089,-7,1,2,40.87584924,3.188386153,13.75553608,15.46434186,5.835744833,0
"Laos",1999,35,19.29188499,-7,1,2,30.74509288,3.647232484,7.958178997,15.48286751,5.887737073,0
"Laos",2000,35,19.57239598,-7,1,2,28.16917152,2.052651,6.179802418,15.49973697,5.927236435,0
"Laos",2001,35,20.09496183,-7,1,2,39.22828221,1.107195337,6.486913577,15.51482007,5.968074325,0
"Laos",2002,35,19.98650439,-7,1,2,34.40000153,3.132400464,6.633749485,15.52845136,6.011945129,0
"Laos",2003,35,19.56689689,-7,1,2,42.84250728,2.870750459,8.658690453,15.54167655,6.057620696,0
"Laos",2004,35,19.53426983,-7,1,2,29.46510256,1.506525748,8.062822938,15.55582093,6.105114028,0
"Laos",2005,35,20.17703897,-7,1,2,35.85015134,3.3,8.457856089,15.57175442,6.157843999,0
"Laos",2006,35,20.09057725,-7,1,2,38.02543287,2.6,16.38570215,15.58977284,6.222504185,0
"Laos",2007,35,19.79549118,-7,1,2,35.40000153,1.9,14.96738032,15.60948058,6.276017432,0
"Laos",2008,35,19.66690077,-7,1,2,36.70000076,2,16.87767959,15.63019311,6.330643362,0
"Laos",2009,35,19.60982052,-7,1,2,36.27783862,2,13.58527011,15.65096278,6.382210864,0
"Laos",2010,35,19.82273665,-7,1,2,23.44997809,2.1,18.41128692,15.67113848,6.443863095,0
"Latvia",1991,154,12.71222943,8,6,5,27.18007925,5.527751771,0,14.79028942,8.465279543,1
"Latvia",1992,154,19.03049775,8,5,5,23.5,3.231957833,1.48419559,14.77652147,8.091639807,1
"Latvia",1993,154,18.30107643,8,5,5,24.79999924,2.95912907,3.343214035,14.75680215,8.060244977,1
"Latvia",1994,154,18.78740469,8,5,6,20.5019029,3.163658219,3.441806793,14.74006386,8.098646041,1
"Latvia",1995,154,19.14687403,8,6,6,32,4.437707336,5.098331928,14.72580575,8.103411631,1
"Latvia",1996,154,19.27693437,8,6,6,32.59999847,3.240188278,5.43995142,14.714542,8.151883533,1
"Latvia",1997,154,18.97227665,8,7,6,32.59999847,3.135934334,4.335129738,14.70457438,8.241427205,1
"Latvia",1998,154,19.01646719,8,7,6,32.09999847,2.7,4.599798679,14.69514519,8.297002852,1
"Latvia",1999,154,18.76169964,8,7,6,33.09999847,3.4,5.915915489,14.68700558,8.351062687,1
"Latvia",2000,154,19.07704989,8,7,6,35.79999924,3.4,4.632018089,14.67736622,8.427555799,1
"Latvia",2001,154,19.57999929,8,7,6,42.32174264,3.4,4.141020775,14.66445135,8.517834394,1
"Latvia",2002,154,19.67215139,8,7,6,35.40000153,3.7,4.418793201,14.65283297,8.592169537,1
"Latvia",2003,154,18.49156385,8,7,6,36.40000153,3.8,4.426810741,14.64316896,8.671321727,1
"Latvia",2004,154,17.20482146,8,7,6,35,4,2.943007469,14.63225583,8.765452188,1
"Latvia",2005,154,17.18295746,8,7,7,36.40000153,4.2,2.735645533,14.62145012,8.877016053,1
"Latvia",2006,154,13.91601069,8,7,7,38.90000153,4.7,2.437597752,14.61227739,9.001597728,1
"Latvia",2007,154,13.23585008,8,6,7,35.79999924,4.8,2.010728359,14.60411563,9.104866109,1
"Latvia",2008,154,20.66114217,8,6,7,36.20000076,5,1.317663431,14.59360624,9.072013279,1
"Latvia",2009,154,19.45971994,8,6,7,17.18491704,4.5,1.709185004,14.57709599,8.890621295,1
"Latvia",2010,154,18.77518897,8,6,6,26.14569996,4.3,2.851167202,14.55628294,8.907993397,1
"Lesotho",1991,18,19.73209852,-7,2,4,39.87589304,1.992677672,4.069405556,14.3028014,6.25519654,0
"Lesotho",1992,18,19.14107259,-7,2,4,33.25366701,5.128635762,3.555374146,14.322545,6.305495823,0
"Lesotho",1993,18,17.77548753,8,5,4,56.5,2.921274744,2.691069126,14.34228374,6.318520423,0
"Lesotho",1994,18,18.78955597,8,4,4,63.20000076,2.273424997,3.403488636,14.36080601,6.352074275,0
"Lesotho",1995,18,18.06018839,8,4,4,66.30000305,1.405655033,4.748796463,14.3773091,6.355349983,0
"Lesotho",1996,18,18.45230882,8,4,4,46.64169742,2.54189598,5.140857697,14.3916727,6.391809501,0
"Lesotho",1997,18,17.6441226,8,4,4,45.98828835,2.546374941,4.683764458,14.40422957,6.419295009,0
"Lesotho",1998,18,18.85156141,0,4,4,43.5491176,2.807630263,5.249060154,14.41523073,6.425583405,0
"Lesotho",1999,18,18.72734323,2,4,4,42.27949758,3.984337001,3.844767094,14.42506469,6.419761702,0
"Lesotho",2000,18,18.13452056,4,4,4,52.3975057,3.669016907,3.983426809,14.43405541,6.460896821,0
"Lesotho",2001,18,18.94119864,6,4,4,45.26365851,2.559797196,4.227787018,14.44225081,6.494123595,0
"Lesotho",2002,18,18.1870088,8,6,5,52,2.513636948,5.498459816,14.4496967,6.49198734,0
"Lesotho",2003,18,19.02707368,8,6,5,52.5,3.532340705,6.539820671,14.45671002,6.530818465,0
"Lesotho",2004,18,18.64727326,8,6,5,50.79888604,3.073340433,4.725496292,14.46367188,6.546515717,0
"Lesotho",2005,18,18.48929229,8,6,5,45.69952967,3.4,4.216734886,14.47087487,6.565998474,0
"Lesotho",2006,18,18.85151495,8,6,5,46.56887753,3.2,3.869940758,14.47841139,6.600634496,0
"Lesotho",2007,18,19.32360103,8,6,5,45.98889178,3.3,5.325717926,14.48630169,6.638992706,0
"Lesotho",2008,18,19.93846906,8,6,5,32.63814026,3.2,5.921336174,14.49465972,6.686386023,0
"Lesotho",2009,18,19.20566593,8,5,5,44.09838801,3.3,6.033167839,14.50358138,6.710492223,0
"Lesotho",2010,18,19.45404393,8,5,5,38.08237247,3.5,4.1935215,14.51310832,6.769476498,0
"Liberia",1991,11,17.97490726,0,1,2,8.723340357,2.092007205,37.6551671,14.54115397,5.040783655,0
"Liberia",1992,11,17.06278792,0,1,2,16.9493371,0.490220962,68.65022087,14.52289195,4.626943718,0
"Liberia",1993,11,17.23903428,0,2,2,20.32812117,2.172250801,80.75071526,14.51182721,4.237898115,0
"Liberia",1994,11,18.14844893,0,1,2,51.6719871,1.9279216,83.43158627,14.5181862,3.986119933,0
"Liberia",1995,11,17.29755469,0,1,2,39.05267063,1.22201081,80.95566559,14.54784047,3.912866777,0
"Liberia",1996,11,18.70683154,0,1,2,30.69787571,0.082130083,68.9737215,14.60296787,3.972149725,0
"Liberia",1997,11,18.135147,0,4,3,0.044521726,5.724128322,39.69233274,14.67641119,4.622769763,0
"Liberia",1998,11,18.64608462,0,4,3,33.43620222,3.57956465,34.29328156,14.75476949,4.804465337,0
"Liberia",1999,11,18.0826571,0,4,3,24.68730178,4.712903614,23.47272873,14.82410878,4.941326895,0
"Liberia",2000,11,17.26023387,0,3,2,32.05798951,2.927557872,29.48689842,14.8774478,5.116715802,0
"Liberia",2001,11,17.96245357,0,2,2,45.48981733,3.652573094,30.13332176,14.91371276,5.280087069,0
"Liberia",2002,11,18.09033488,0,2,2,39.15781632,2.386239023,41.15397025,14.93740731,5.533210094,0
"Liberia",2003,11,19.15369894,1,2,2,46.03940573,1.3703972,62.72693353,14.95469585,5.117946655,0
"Liberia",2004,11,19.55727355,3,3,4,48.28386881,2.084095424,38.03103629,14.97385075,5.046342088,0
"Liberia",2005,11,19.37149722,5,4,4,36.42727985,2.2,34.7172019,15.0002351,5.110541462,0
"Liberia",2006,11,19.75375065,6,5,4,47.06542828,3.950151998,32.7221229,15.03480272,5.169276008,0
"Liberia",2007,11,20.90614601,6,5,4,38.09999847,2.1,40.24926147,15.07462304,5.275182757,0
"Liberia",2008,11,21.24888867,6,5,4,53.0977639,2.4,44.98015618,15.11644146,5.333491924,0
"Liberia",2009,11,20.72796545,6,5,4,57.62959519,3.1,34.35829836,15.15613787,5.422730306,0
"Liberia",2010,11,20.95172581,6,5,4,42.02206436,3.3,29.68355989,15.19124688,5.491463183,0
"Libya",1991,15,13.62253212,-7,1,1,30.40133202,2.526428772,29.01447095,15.28787137,8.12990576,0
"Libya",1992,15,16.16403605,-7,1,1,32.86250049,0.08864376,25.16460923,15.31048308,6.705115876,0
"Libya",1993,15,17.54078305,-7,1,1,22.71547059,3.547857992,23.35632688,15.3323991,7.595593509,0
"Libya",1994,15,15.23862761,-7,1,1,16.70125873,3.185316729,23.6025104,15.3533414,7.708935097,0
"Libya",1995,15,14.84646884,-7,1,1,43.39167665,4.310086393,29.39136043,15.37315379,7.56921016,0
"Libya",1996,15,18.74709399,-7,1,1,46.28019664,0.874042302,33.19677078,15.39187843,6.159599633,0
"Libya",1997,15,19.84916969,-7,1,1,28.89367801,0.922122037,27.9616365,15.40970223,7.828836508,0
"Libya",1998,15,18.15061081,-7,1,1,26.27745794,1.913815209,19.76958871,15.42679476,6.475178034,0
"Libya",1999,15,17.86482184,-7,1,1,34.58555108,4.053682647,22.11363235,15.44336563,8.825117242,0
"Libya",2000,15,18.59125131,-7,1,1,30.3354256,3.165907864,37.15921041,15.45957886,8.845235943,0
"Libya",2001,15,16.45060454,-7,1,1,23.06214946,1.489481776,36.33640625,15.47539003,8.78547288,0
"Libya",2002,15,18.64914514,-7,1,1,38.46196153,0.890069057,51.73024228,15.49080905,8.756968618,0
"Libya",2003,15,18.65398276,-7,1,1,38.08155516,2.1,55.49817294,15.50608818,8.863907129,0
"Libya",2004,15,18.94849555,-7,1,1,38.9978753,2.5,61.47712384,15.52153057,8.891524226,0
"Libya",2005,15,14.22984545,-7,1,1,31.15094563,2.5,72.73704448,15.53728559,8.970169878,0
"Libya",2006,15,12.50153972,-7,1,1,25.51766029,2.7,70.72770492,15.55360111,9.011179432,0
"Libya",2007,15,13.86887412,-7,1,1,19.33943853,2.5,62.4609772,15.57027888,9.052770566,0
"Libya",2008,15,9.593859348,-7,1,1,20.77107875,2.6,65.80449754,15.5865238,9.073821424,0
"Libya",2009,15,16.80459079,-7,1,1,33.46218696,2.5,52.15438178,15.60130645,9.079821322,0
"Libya",2010,15,17.64342561,-7,1,1,22.41633864,2.2,58.17178229,15.61401589,9.115927994,0
"Lithuania",1991,154,12.84494507,10,6,5,26.80180589,4.376972721,0.035173304,15.12496005,8.753677041,1
"Lithuania",1992,154,19.19394111,10,6,5,30.20000076,5.33669372,1.059799649,15.12387419,8.515757077,1
"Lithuania",1993,154,18.34273758,10,7,5,30.79999924,5.153621591,1.651387416,15.11913311,8.343440369,1
"Lithuania",1994,154,19.42668379,10,7,5,36.79999924,2.937271494,1.485095471,15.11219307,8.247615942,1
"Lithuania",1995,154,19.09179406,10,7,6,30.1252858,4.575788682,2.647562549,15.10449579,8.287684379,1
"Lithuania",1996,154,19.58613933,10,7,6,35.70000076,3.212396171,2.610968843,15.09689236,8.34581618,1
"Lithuania",1997,154,17.37175447,10,7,6,33.70000076,5.358863931,1.947314531,15.08951406,8.42522802,1
"Lithuania",1998,154,18.33065245,10,7,6,33.29999924,5.947112029,1.634351417,15.08226969,8.505990623,1
"Lithuania",1999,154,19.35324298,10,7,6,33.20000076,3.8,1.715240315,15.0751748,8.502295175,1
"Lithuania",2000,154,20.18196125,10,7,6,33,4.1,1.640301853,15.06814095,8.54131907,1
"Lithuania",2001,154,20.10882376,10,7,6,32.40000153,4.8,1.789909959,15.05990086,8.614744787,1
"Lithuania",2002,154,19.24846776,10,7,6,29.10000038,4.8,1.725715011,15.0518732,8.689154786,1
"Lithuania",2003,154,19.13958327,10,7,6,35.29999924,4.7,1.470514745,15.04375042,8.794827811,1
"Lithuania",2004,154,18.7581454,10,6,6,35.09999847,4.6,1.063516498,15.03252051,8.876989358,1
"Lithuania",2005,154,16.61816164,10,7,7,36.90000153,4.8,1.054018408,15.0162365,8.968401554,1
"Lithuania",2006,154,17.19047684,10,7,7,35.20000076,4.8,1.000922188,15.00027271,9.05988857,1
"Lithuania",2007,154,16.62024035,10,7,7,34.20000076,4.8,0.907503188,14.98839323,9.165620822,1
"Lithuania",2008,154,16.16460298,10,7,7,33.59999847,4.6,0.851469696,14.9781084,9.20475982,1
"Lithuania",2009,154,19.20939356,10,7,7,26.79704596,4.9,0.852276482,14.96700494,9.056378416,1
"Lithuania",2010,154,18.57451159,10,7,7,24.77108155,5,1.265119582,14.94603551,9.090562084,1
"Macedonia",1991,39,16.41642664,6,2,5,28.87359816,4.211375942,0.72118026,14.51106135,7.952007287,0
"Macedonia",1992,39,10.28908099,6,5,4,31.80547962,5.07194697,1.336423397,14.50519174,7.889972768,0
"Macedonia",1993,39,17.51207418,6,5,5,29.54074251,4.41383517,1.678453445,14.49810172,7.819430318,0
"Macedonia",1994,39,19.65187164,6,4,5,35.66005648,3.970432512,1.416031644,14.49296068,7.806834606,0
"Macedonia",1995,39,19.48925232,6,4,5,39.89552355,2.999497876,1.391928524,14.49202671,7.796560445,0
"Macedonia",1996,39,18.8046492,6,4,5,32.90000153,2.012718649,1.244722694,14.49618376,7.804181874,0
"Macedonia",1997,39,19.8386979,6,4,5,28.20000076,4.010439824,1.491965681,14.50449258,7.810171877,0
"Macedonia",1998,39,19.67119193,6,5,5,30.89999962,3.584405212,0.661927521,14.51519483,7.832699009,0
"Macedonia",1999,39,20.23150259,6,5,5,30.60000038,3.3,0.6107435,14.52575426,7.864616638,0
"Macedonia",2000,39,20.27409352,6,4,5,33,2.449167814,0.83460179,14.53438835,7.900468588,0
"Macedonia",2001,39,19.93810605,6,4,4,32.40000153,1.669387572,0.985206857,14.54068824,7.847859403,0
"Macedonia",2002,39,19.8862808,9,5,5,41.20000076,3.802412131,0.780189276,14.54520228,7.851844052,0
"Macedonia",2003,39,20.21363591,9,5,5,35.70000076,2.3,1.167612612,14.54829471,7.876527134,0
"Macedonia",2004,39,19.95179288,9,5,5,41.20000076,2.7,2.136236578,14.55062851,7.919427626,0
"Macedonia",2005,39,19.74144651,9,5,5,39.09999847,2.7,1.808288693,14.55269568,7.959961672,0
"Macedonia",2006,39,19.61279142,9,5,5,42.79999924,2.7,4.749082848,14.55449163,8.007247634,0
"Macedonia",2007,39,19.44226053,9,5,5,50.73921574,3.3,8.236902416,14.55583708,8.065574506,0
"Macedonia",2008,39,19.59604915,9,5,5,39.5,3.252022779,4.703250095,14.55686154,8.112864025,0
"Macedonia",2009,39,19.50626994,9,5,5,43.20000076,5.490260395,2.581883267,14.55771358,8.1027667,0
"Macedonia",2010,39,19.35624281,9,5,5,43.59999847,2.219166212,4.54238227,14.55850258,8.130565154,0
"Madagascar",1991,14,19.91189522,2,4,4,46.69306894,1.536380059,7.615170381,16.29190332,5.699179285,0
"Madagascar",1992,14,19.49007686,9,4,4,38.23691751,2.46609752,7.011091709,16.32217046,5.680703864,0
"Madagascar",1993,14,19.59252705,9,6,4,44.5,1.643239199,4.996078014,16.3526826,5.670940577,0
"Madagascar",1994,14,19.87631413,9,6,4,47.88378501,1.767928334,6.458122253,16.38351325,5.639393585,0
"Madagascar",1995,14,19.18446049,9,6,4,51.29168729,1.901739466,9.409075014,16.41467745,5.625206581,0
"Madagascar",1996,14,19.72873808,9,6,4,57.96666984,1.902395457,7.545905026,16.44615013,5.614995419,0
"Madagascar",1997,14,20.78504512,8,6,4,39.20000076,2.326326898,7.197268223,16.47781269,5.61960203,0
"Madagascar",1998,14,20.6105919,7,6,4,37.90000153,1.916902276,6.735133171,16.5094784,5.626506214,0
"Madagascar",1999,14,20.56780107,7,6,4,41.79999924,2.521340241,4.044423103,16.54093017,5.640592812,0
"Madagascar",2000,14,20.19396418,7,6,4,31.95761029,2.053377481,3.923778296,16.57202141,5.656004025,0
"Madagascar",2001,14,20.78796392,7,6,4,45.90000153,1.2186125,3.349705696,16.60272721,5.683735277,0
"Madagascar",2002,14,20.05872614,7,5,4,37.32611405,1.7,4.271239281,16.63307438,5.517868586,0
"Madagascar",2003,14,20.70539559,7,5,5,32.71924581,2.6,6.082305431,16.66304875,5.581246953,0
"Madagascar",2004,14,21.08345977,7,5,5,49.78308893,3.1,7.158296615,16.69264886,5.60288167,0
"Madagascar",2005,14,21.26213224,7,5,5,69.69999695,2.8,6.298118402,16.72188656,5.618645059,0
"Madagascar",2006,14,20.3624063,7,4,5,54.04237261,3.1,6.530774217,16.75075614,5.638780923,0
"Madagascar",2007,14,21.26780981,7,4,5,49.89240467,3.2,7.477008313,16.77928885,5.670784164,0
"Madagascar",2008,14,20.93807186,7,4,5,38.72699723,3.4,6.632251632,16.80757536,5.711356635,0
"Madagascar",2009,14,20.5056685,0,2,4,42.1328512,3,7.761885924,16.83572542,5.642240192,0
"Madagascar",2010,14,19.59356721,0,2,4,40.90000153,2.6,7.064617097,16.86381308,5.616780187,0
"Malawi",1991,14,20.04810852,-9,1,2,28.48209662,0.784472509,7.119096279,16.08324724,5.304033715,0
"Malawi",1992,14,20.13627213,-9,2,1,44.51433372,0.488941466,9.057543755,16.09374496,5.217378459,0
"Malawi",1993,14,19.877306,-8,2,3,62,1.825450989,6.858944893,16.09795774,5.305670483,0
"Malawi",1994,14,19.93836548,6,6,5,40.01237925,1.288214226,13.76872253,16.10315834,5.192437109,0
"Malawi",1995,14,20.01905802,6,6,5,38.62842165,2.25329683,18.40560532,16.11449568,5.335783033,0
"Malawi",1996,14,20.35442898,6,6,5,53.34690104,2.862074727,10.66853142,16.13331081,5.387581819,0
"Malawi",1997,14,19.83700975,6,6,5,49.5,1.075673803,8.270485878,16.1577258,5.400389579,0
"Malawi",1998,14,20.71233437,6,6,5,50.29999924,4.1,12.86843586,16.18577112,5.410557285,0
"Malawi",1999,14,20.29284561,6,5,5,47.29586526,4.1,9.881548882,16.21456035,5.411737246,0
"Malawi",2000,14,20.67059915,6,5,5,60.04281627,4.1,10.03992081,16.24221378,5.399721682,0
"Malawi",2001,14,20.23038279,4,4,5,48.20312529,3.2,9.774024806,16.26851073,5.322394935,0
"Malawi",2002,14,20.21665289,4,4,4,52.8478831,2.9,7.52907753,16.29429668,5.313466103,0
"Malawi",2003,14,20.45845189,5,5,4,57.22189565,2.8,11.39927101,16.32011681,5.341186746,0
"Malawi",2004,14,20.09317625,6,4,4,39,2.8,8.344138343,16.34675126,5.36192848,0
"Malawi",2005,14,20.83162169,6,4,4,38.59999847,2.8,8.784852764,16.37465433,5.362027456,0
"Malawi",2006,14,20.60577397,6,4,5,39,2.7,8.570764311,16.40384097,5.353251144,0
"Malawi",2007,14,20.23176275,6,4,4,57.15320845,2.7,9.530234598,16.43391012,5.413857988,0
"Malawi",2008,14,20.54172856,6,4,4,48.43125218,2.8,10.8374178,16.46439141,5.463470898,0
"Malawi",2009,14,20.36737983,6,5,4,53.03568957,3.3,8.485071436,16.49470425,5.519664459,0
"Malawi",2010,14,20.76642064,6,5,4,38.79999924,3.4,7.380198333,16.52447328,5.553183448,0
"Malaysia",1991,35,19.99123595,4,3,4,44.40964447,5.1,15.75723032,16.74456672,8.118377334,0
"Malaysia",1992,35,21.14557412,4,3,4,47.70000076,5.1,13.60550864,16.77068705,8.177380162,0
"Malaysia",1993,35,20.5078192,4,4,3,45.0062813,3.382969946,11.47796074,16.79620076,8.246221143,0
"Malaysia",1994,35,20.45919066,4,4,3,55.12086623,4.983680113,9.983202435,16.82151717,8.309025892,0
"Malaysia",1995,35,18.51412429,3,4,3,46.29999924,3.661700346,9.335184097,16.8468693,8.377428929,0
"Malaysia",1996,35,18.18750471,3,4,3,49.46649729,5.32,9.949710921,16.87232998,8.447302987,0
"Malaysia",1997,35,18.12494525,3,4,3,44.70000076,5.01,9.390013829,16.89768815,8.492615214,0
"Malaysia",1998,35,20.10764707,3,3,3,43.56681927,5.3,9.09680656,16.92256312,8.391297387,0
"Malaysia",1999,35,21.67160223,3,3,3,51.62695034,5.1,9.139250573,16.94647488,8.4269519,0
"Malaysia",2000,35,20.90402449,3,3,3,47.90000153,4.8,15.14897073,16.96913298,8.489175864,0
"Malaysia",2001,35,18.21774376,3,3,3,40.69806182,5,13.2695516,16.99046551,8.473006738,0
"Malaysia",2002,35,20.5205582,3,3,3,54.03408454,4.9,11.1110238,17.0106589,8.505320294,0
"Malaysia",2003,35,18.49865054,3,3,4,58.38142912,5.2,14.50794879,17.03000295,8.542247868,0
"Malaysia",2004,35,19.94262283,3,4,4,37.70000076,5,15.90565907,17.04888434,8.588999131,0
"Malaysia",2005,35,20.62401097,3,4,4,37.79799704,5.1,21.41374285,17.06756836,8.62226351,0
"Malaysia",2006,35,19.34404331,3,4,4,42.69472654,5,20.31036153,17.08610931,8.658067243,0
"Malaysia",2007,35,18.67674901,3,4,4,46,5.1,18.36163459,17.10442795,8.700832283,0
"Malaysia",2008,35,19.11784956,6,4,4,40.07387617,5.1,21.87707013,17.12248326,8.729963654,0
"Malaysia",2009,35,18.51728161,6,4,4,46.79999924,4.5,12.76001032,17.14019846,8.696995875,0
"Malaysia",2010,35,18.3518938,6,4,4,47.38097052,4.4,11.9042797,17.15751811,8.751308003,0
"Mali",1991,11,20.20436811,0,2,4,30.73766004,2.488849604,4.182403564,15.91112966,5.793421949,0
"Mali",1992,11,19.97751343,7,6,5,37.10397932,2.997414854,3.654093266,15.93450245,5.850091195,0
"Mali",1993,11,19.98726802,7,6,5,47.88189168,0.654968684,3.335555553,15.95972552,5.803241921,0
"Mali",1994,11,20.1711367,7,6,4,48.90000153,1.748566098,6.164335251,15.98564276,5.786404944,0
"Mali",1995,11,20.23269679,7,6,5,37.71322363,0.740307489,6.36516428,16.01149581,5.820790604,0
"Mali",1996,11,20.30007883,7,6,6,52.28949961,3.660129457,5.986891747,16.03711952,5.826843908,0
"Mali",1997,11,20.27524313,6,5,5,44.85200123,1.877463624,6.630490303,16.06282139,5.866565418,0
"Mali",1998,11,20.27694979,6,5,5,47.0369967,3.370456696,6.123463005,16.08891037,5.899057691,0
"Mali",1999,11,20.31255338,6,5,5,41.59270996,2.383146761,4.011170387,16.11582387,5.937321382,0
"Mali",2000,11,20.71734684,6,6,5,41.93977155,2.361746273,4.388173923,16.14381963,5.940824288,0
"Mali",2001,11,20.53807046,6,6,5,38.90000153,0.788960717,4.096110165,16.17284592,6.026019143,0
"Mali",2002,11,20.28497806,7,6,5,38.99003453,0.918910034,6.187092304,16.20268144,6.036877475,0
"Mali",2003,11,20.44143529,7,6,6,27.89556835,3,7.309509277,16.23318502,6.078149246,0
"Mali",2004,11,20.60815865,7,6,6,50.3783943,3.2,6.244412184,16.26417983,6.068774238,0
"Mali",2005,11,20.91082634,7,6,6,49.3671,2.9,7.02785635,16.29551002,6.096465446,0
"Mali",2006,11,20.62874228,7,6,6,38.59999847,2.8,10.88744116,16.3271845,6.147092236,0
"Mali",2007,11,21.14562174,7,6,5,46.42115424,2.7,11.5955019,16.35912855,6.157231891,0
"Mali",2008,11,20.93732781,7,6,5,48.65576591,3.1,11.36830711,16.39104211,6.173903989,0
"Mali",2009,11,21.0807168,7,6,5,47.02642833,2.8,13.19008136,16.42258292,6.185972535,0
"Mali",2010,11,20.79301923,7,6,5,33,2.7,13.91028523,16.4535646,6.211553735,0
"Mauritania",1991,11,19.40951501,-6,1,2,41.50156976,3.931992838,9.54232049,14.54854169,6.3329658,0
"Mauritania",1992,11,19.53804243,-6,1,2,45.93070751,1.48153729,7.316355586,14.57676348,6.323311815,0
"Mauritania",1993,11,19.3125935,-6,1,2,50.09999847,3.40756014,6.159003735,14.60531519,6.351836202,0
"Mauritania",1994,11,19.10220654,-6,1,1,38.80080622,2.377629929,5.411511183,14.63415891,6.291906974,0
"Mauritania",1995,11,19.67547509,-6,2,2,38,1.527606281,7.125108004,14.66326032,6.356476229,0
"Mauritania",1996,11,19.24196757,-6,2,2,37.29999924,2.512545433,8.302205324,14.69256346,6.383731352,0
"Mauritania",1997,11,19.46298972,-6,2,2,34.9612418,2.879019259,9.155997753,14.72204424,6.312962871,0
"Mauritania",1998,11,19.21571128,-6,2,3,25.34027898,2.160878648,16.04408693,14.7517243,6.310682051,0
"Mauritania",1999,11,19.74152003,-6,2,3,37.17805713,3.231751966,11.29290152,14.78163434,6.345345259,0
"Mauritania",2000,11,19.85983977,-6,2,3,38.90000153,3.185872248,14.93718171,14.81175599,6.333557789,0
"Mauritania",2001,11,20.35839885,-6,3,3,45.03465093,3.001202074,14.95059896,14.84205489,6.331772044,0
"Mauritania",2002,11,19.56280761,-6,3,3,44.29238278,2.625083487,13.66994023,14.87240844,6.312328681,0
"Mauritania",2003,11,19.76238044,-6,2,3,47.28936426,3.43680073,15.89425206,14.90261252,6.336557774,0
"Mauritania",2004,11,20.29329132,-6,2,3,41.29999924,4.088560874,17.25464082,14.93242926,6.35723076,0
"Mauritania",2005,11,19.68563033,-5,2,4,35.67379379,4.06579142,30.5134728,14.96169449,6.380983523,0
"Mauritania",2006,11,19.86220783,-3,3,4,43.80195057,3.1,46.5554018,14.99037777,6.460658182,0
"Mauritania",2007,11,19.93909718,4,4,4,38.16170902,2.6,64.86433244,15.01849397,6.44271986,0
"Mauritania",2008,11,20.12969532,-5,2,3,40.5,2.8,63.87027574,15.045999,6.44978054,0
"Mauritania",2009,11,20.01418277,-2,2,3,35.4768707,2.5,40.23438406,15.07285644,6.410646134,0
"Mauritania",2010,11,19.57260358,-2,2,3,36.95720646,2.3,61.73570371,15.09905765,6.426854131,0
"Mauritius",1991,14,18.94845962,10,7,6,36.70000076,5.568849248,0.024892226,13.88341777,8.051381571,0
"Mauritius",1992,14,18.44260206,10,6,6,25.404071,5.579487909,0.020450588,13.8965752,8.101318168,0
"Mauritius",1993,14,18.26746972,10,7,6,33.29229241,5.197771384,0.025624255,13.90843061,8.139034173,0
"Mauritius",1994,14,18.89342302,10,7,6,36.6770082,5.095559909,0.019813705,13.92243126,8.165562451,0
"Mauritius",1995,14,18.69381518,10,7,6,25.0980113,4.1710534,0.012629162,13.93103059,8.198946708,0
"Mauritius",1996,14,18.15831768,10,7,6,39.72920867,4.880318702,0.014001178,13.94125824,8.243092126,0
"Mauritius",1997,14,17.46030719,10,7,6,33.51276895,5.523143471,0.013445945,13.95377921,8.285887378,0
"Mauritius",1998,14,18.60239003,10,7,6,31.80347046,5,0.020807229,13.96429343,8.33430815,0
"Mauritius",1999,14,18.3963623,10,7,6,38.12933825,4.9,0.020453382,13.97700591,8.34736847,0
"Mauritius",2000,14,18.36506477,10,7,6,43.51013557,4.7,0.011999061,13.98683268,8.42396354,0
"Mauritius",2001,14,19.54793787,10,7,6,28.35767961,4.5,0.011902631,13.99473315,8.441473179,0
"Mauritius",2002,14,18.79118236,10,7,6,43.36567219,4.5,0.011486199,14.00167555,8.455443703,0
"Mauritius",2003,14,19.60389453,10,7,6,38.10571518,4.4,0.011134638,14.00891217,8.484122885,0
"Mauritius",2004,14,17.68410979,10,7,7,34.23361713,4.1,0.006996582,14.01518321,8.533719453,0
